address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/10/2017,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,84,84,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA28,"""Andover Station freight yard, Andover, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,06/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2017,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA118,"""Land at Hyde Farm, Horsebridge Road, Broughton, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,26/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2017,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA131,"""Abbots Manor Farmyard, Leckford, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,26/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2017,,,,,,,,,,,,,,1.489,,,,,,,,,,,,,,,,,,45,45,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA195,"""Land north of Walworth Road, west of the Commercial Centre, Andover, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,26/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/12/2017,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,123,123,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA138,"""Land at River Way, Andover, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,14/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/12/2017,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,local-authority-eng:TES,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,Policy LE14,"""George Yard and Black Swan Yard, Eastern Avenue, Andover, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,06/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/12/2017,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,211,211,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,2006-08-03,https://view-applications.testvalley.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYQDQCXD918&activeTab=summary,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,TVS.00515,"""Former Brewery Site, The Horsefair, Romsey, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,06/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,14/12/2017,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,28,28,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,2014-11-18,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,14/00245/FULLN,"""Anton Laundry, Marlborough Street, Andover, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,14/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,14/12/2017,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,54,54,,,,,,,,,,local-authority-eng:TES,,not owned by a public authority,,,,,,,,2017-05-22,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15/01261/FULLS,"""Nightingale Lodge, Greatwell Drive, Romsey, Hampshire""",http://www.testvalley.gov.uk/assets/attach/5650/Brownfield%20Site%20Locations.pdf,,,14/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
