address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,"This site is allocated for mixed use development (including student accommodation and university staff housing) in the Sites and Housing Plan adopted in February 2013.  The allocation also remains in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings).Many of the existing buildings on the site contribute to the character of the North Oxford Victorian Suburb Conservation Area or are listed. Therefore any significant redevelopment is unlikely to be suitable but there is some potential to intensify existing uses.",,,,,,,,not owned by a public authority,,,,,,,,,http://public.oxford.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,6,"Banbury Road University Sites, Banbury Road, Oxford",https://www.oxford.gov.uk/downloads/file/4173/site_006_-_banbury_road_university_sites,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,300,200,,,,"Application 18/03405/FUL for 21 residential units. The site is allocated for mixed use development (including housing) in the Sites and Housing Plan adopted in February 2013. The allocation also remains in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings). Blackbird Leys is one of five priority regeneration areas identified in the Oxford Core Strategy 2026.",,,,,,,,mixed ownership,,,,,,,,,http://public.oxford.gov.uk/online-applications/,pending decision,,,,,,,,,,,,,,,,,,,,,,,9,"Blackbird Leys District Centre, Blackbird Leys Road, Oxford, (Blackbird Leys Central Area)",https://www.oxford.gov.uk/downloads/file/4174/site_009_-_blackbird_leys_central_area,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,2020-03-31,,,2019-12-04,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,95,50,,,,This site has been removed from the register as the planning permission has been implemented.,,,,,,,,not owned by a public authority,,,,,,,,2018-07-05,http://public.oxford.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,10,"Former office and stores for telephone engineering depot, Hollow Way, Oxford, OX3 7JS, (BT Site)",https://www.oxford.gov.uk/downloads/file/4178/site_010_-_bt_site,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,"Planning permission 14/01441/FUL (now expired) was granted on 19/04/2016  for the demolition of various structures and the erection of 23 residential units together with new community centre, restaurant, boatyard, public square, winding hole and public bridge across the Oxford Canal. The site is in a sensitive location within the Jericho Conservation Area and adjacent to the Grade I listed St. Barnabas Church.  The site is allocated in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings).",,,,,,,,not owned by a public authority,,,,,,,,,http://public.oxford.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,11,"Land at canalside, Oxford, OX2 6BX, (Jericho Canalside)",https://www.oxford.gov.uk/downloads/file/4176/site_011_-_jericho_canalside,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,22.74,,,,,,,,,,,,,,,,,,148,136,,,,"In November 2019, the Council's East Area Planning Committee resolved to grant planning permission (19/01039/FUL), subject to the signing of a legal agreement, for the demolition of existing buildings, and the construction of key worker housing (19 cluster units) and associated works (additional/revised information). The site is allocated in the Sites and Housing Plan adopted in February 2013. The allocation also remains in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings). Key worker housing linked to the hospital is identified as a suitable use. General housing and student accommodation are identified as acceptable complementary uses.  Hospital operations would need to be maintained.",,,,,,,,owned by a public authority,,,,,,,,,http://public.oxford.gov.uk/online-applications/,pending decision,,,,,,,,,,,,,,,,,,,,,,,12,"Churchill Hospital and Ambulance Resource Centre, Oxford",https://www.oxford.gov.uk/downloads/file/4184/site_012_-_churchill_hospital_site,,,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,55,26,,,,"The site is allocated for housing development in the Sites and Housing Plan adopted in February 2013. The site is also allocated in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings). The site includes a listed building.  This site is partially greenfield and partially brownfield (as shown on the site location plan). The land area in hectares given on this Register relates to the brownfield part of the site only.  The capacity of this site has been calculated based on development being focused on the existing built footprint.",,,,,,,,not owned by a public authority,,,,,,,,,http://public.oxford.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,13,"Land at Court Place Gardens, Oxford, OX4 4EW, (Court Place Gardens)",https://www.oxford.gov.uk/downloads/file/4224/site_013_-_land_at_court_place_gardens,,,2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,"In July 2017, the Council's East Area Planning Committee resolved to grant planning permission (16/03006/FUL), subject to the signing of a legal agreement, for a mixed use development to include 225 dwellings. The site is a Primary District Centre in Oxford's retail hierarchy as set out in the Core Strategy.   The site is also allocated in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings), for a mixed use development.",,,,,,,,mixed ownership,,,,,,,,,http://public.oxford.gov.uk/online-applications/,pending decision,,,,,,,,,,,,,,,,,,,,,,,14,"Templars Square, Between Towns Road, Oxford",https://www.oxford.gov.uk/downloads/file/4179/site_014_-_templars_square,,,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,"The site is allocated for housing or student accommodation development in the Sites and Housing Plan adopted in February 2013 post NPPF.   The site is also allocated in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings).",,,,,,,,owned by a public authority,,,,,,,,,http://public.oxford.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,16,"Cowley Marsh Depot, Marsh Road, Oxford, OX4 2HH",https://www.oxford.gov.uk/downloads/file/4181/site_016_-_cowley_marsh_depot,,,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,58,30,,,,"The site is allocated for housing or student accommodation development in the Sites and Housing Plan adopted in February 2013 post NPPF.  The site is also allocated in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings).",,,,,,,,not owned by a public authority,,,,,,,,,http://public.oxford.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,17,"Crescent Hall, Crescent Road, Oxford, OX4 2NS",https://www.oxford.gov.uk/downloads/file/4180/site_017_-_crescent_hall,,,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-04,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,"The site is allocated for a retail-led mixed use development (which could include housing or student accommodation) in the Sites and Housing Plan adopted in February 2013.   The site is also allocated in the emerging Local Plan 2036, which is currently undergoing an examination in public (consultation on proposed modifications following hearings).  The City Council has adopted the Diamond Place SPD to guide development on this site.",,,,,,,,mixed ownership,,,,,,,,,http://public.oxford.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,18,"Ewert House, Ewert Place, Oxford, OX2 7DD, (Diamond Place and Ewert House)",https://www.oxford.gov.uk/downloads/file/4188/site_018_-_diamond_place,,,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,
