address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR003,"""52-60 Poulton Road, Fleetwood""",333197,447736,https://arcg.is/1yDieW,0.05,Not owned by a public authority,,Permissioned,,,,9,,,,,2017-12-14,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR004,"""Land north and east of Bourne Road, Thornton.""",333983,444090,https://arcg.is/1yDieW,4.11,Not owned by a public authority,,Permissioned,,,,186,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR005,"""Royal Oak, 64 Breck Road, Poulton""",335072,439837,https://arcg.is/1yDieW,0.12,Not owned by a public authority,,Permissioned,,,,12,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR006,"""Preesall Service Station, Sandy Lane, Preesall""",336916,447746,https://arcg.is/1yDieW,0.12,Not owned by a public authority,,Permissioned,,,,6,,,,,2017-12-14,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR007,"""Brimelows Garage, 54 Hardhorn Road, Poulton""",334796,439143,https://arcg.is/1yDieW,0.14,Not owned by a public authority,,Permissioned,,,,12,,,,,2017-12-14,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR008,"""Fairfield Nurseries, Puddle House Lane, Poulton""",335723,437531,https://arcg.is/1yDieW,1.18,Not owned by a public authority,,Permissioned,,,,9,,,,,2017-12-14,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR011,"""North of Garstang Road, Pilling""",342156,447586,https://arcg.is/1yDieW,1.69,Not owned by a public authority,,Permissioned,,,,40,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR012,"""Throstles Nest, Whinney Brow Lane, Forton""",349260,451373,https://arcg.is/1yDieW,0.27,Not owned by a public authority,,Permissioned,,,,3,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR013,"""Prospect Farm, Skippool Road, Thornton""",335282,440631,https://arcg.is/1yDieW,0.61,Not owned by a public authority,,Permissioned,,,,8,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR014,"""Rear The Steamer, Victoria Street, Fleetwood""",334025,448049,https://arcg.is/1yDieW,0.05,Not owned by a public authority,,Permissioned,,,,5,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR017,"""Garstang Business & Community Centre, 96 High Street, Garstang""",349291,445458,https://arcg.is/1yDieW,0.07,Not owned by a public authority,,Permissioned,,,,18,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR018,"""Fleetwood Pier, The Esplanade, Fleetwood""",333635,448458,https://arcg.is/1yDieW,0.22,Not owned by a public authority,,Pending decision,,,,15,,,,,2017-12-14,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR019,"""Carleton Court, 155-161 Lord Street, Fleetwood""",333480,447699,https://arcg.is/1yDieW,0.07,Not owned by a public authority,,Permissioned,,,,20,,,,,2017-12-14,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR020,"""North of Norcross Lane, Thornton Cleveleys""",333233,441192,https://arcg.is/1yDieW,13.61,Not owned by a public authority,,Permissioned,,,,142,,338,,,2017-12-15,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR021,"""South of Fleetwood Dock, Fleetwood""",333286,446779,https://arcg.is/1yDieW,32.67,Not owned by a public authority,,,,,,120,,120,,,2017-12-15,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR022,"""Garstang Country Hotel & Golf Club, Garstang Road, Bowgreave""",349572,443681,https://arcg.is/1yDieW,0.29,Not owned by a public authority,,Permissioned,,,,10,,9,,,2017-12-15,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR025,"""Former Fleetwood Health Centre, London Street, Fleetwood""",333581,447879,https://arcg.is/1yDieW,0.2,Not owned by a public authority,,Permissioned,,,,19,,,,,2018-09-30,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR026,"""Land at Foxes Farm,Hardhorn Road, Poulton""",335255,437468,https://arcg.is/1yDieW,0.31,Not owned by a public authority,,Permissioned,,,,2,,,,,2018-09-30,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR027,"""Acresfield, 9 Garstang Bypass Road, Garstang""",348969,446537,https://arcg.is/1yDieW,0.01,Not owned by a public authority,,Permissioned,,,,6,,,,,2018-09-30,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR028,"""15 Newton Drive East, Normoss""",333718,437228,https://arcg.is/1yDieW,0.07,Not owned by a public authority,,Permissioned,,,,7,,,,,2018-09-30,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR029,"""Bloomfield Garage, Cockerham Road, Forton""",348565,451971,https://arcg.is/1yDieW,0.37,Not owned by a public authority,,Permissioned,,,,3,,,,,2018-09-30,2019-10-30,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR030,"""Rear 91 Victoria Street, Fleetwood""",333595,448103,https://arcg.is/1yDieW,0.11,Not owned by a public authority,,Permissioned,,,,6,,,,,2018-09-30,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR032,"""Land at Crake Avenue, Fleetwood""",331421,446933,https://arcg.is/1yDieW,0.84,Not owned by a public authority,,,,,,25,,,,,30/10/2019,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR033,"""Land at Martindale Avenue, Fleetwood""",331387,446806,https://arcg.is/1yDieW,0.54,Not owned by a public authority,,,,,,16,,,,,30/10/2019,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR034,"""Land at Rede Avenue, Fleetwood""",331494,446876,https://arcg.is/1yDieW,0.59,Not owned by a public authority,,,,,,18,,,,,30/10/2019,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR035,"""The Rockery, Green Lane East, Cabus""",349077,446249,https://arcg.is/1yDieW,0.11,Not owned by a public authority,,Permissioned,,,,6,,,,,30/10/2019,,,,
